word,object,action,qualifier,structural,punctuation,alpha,numeric,alphanumeric,glyph,question,whitesapce,unknown,certainty,absoluteness,polarity,insult,formality,morality,hierarchy,scale,worth,plurality,necessity,temporality,quickness,nothingness,dynamism,continuity,artificiality,agency,abstractness,mysticism,affect,arousal,fear,hedonics,valence,mass,time,length,width,height,temperature,luminance,origin,destination,lateralism,verticality,precedence,dimensionality,containment,boundary,proximity,rotational,terrestrial,gaseousness,fluidity,ignition,safety,shelter,sustenance,gender,audibility,palatability,olfactibility,hue,saturation,color_value,transparency,strength,dexterity,intelligence,wisdom,constitution
now,1.5,3.5,2.5,2.5,2.5,0.5,0.0,0.0,0.0,0.5,0.0,2.5,-0.5,2.5,-0.5,-0.5,-1.5,-0.5,0.5,0.5,-0.5,0.5,-0.5,0.0,-0.5,0.5,-0.5,-0.5,-0.5,1.5,1.5,0.0,-0.5,-0.5,1.5,-0.5,-0.5,0.0,3.5,0.5,0.5,0.5,0.5,0.5,0.2,2.5,-0.5,-0.5,-0.5,1.5,-1.5,1.5,2.5,0.2,0.5,0.2,0.5,0.2,-0.5,0.5,-0.5,-0.5,2.5,0.2,0.5,0.0,0.0,0.0,0.5,0.5,1.5,1.5,1.5,0.5
number,3.5,0.0,1.5,0.5,0.0,0.0,4.0,1.5,0.0,0.0,0.0,0.5,-1.5,0.5,-0.5,0.0,-0.5,0.0,1.5,2.5,-1.5,3.5,-0.5,-1.0,-0.5,1.5,-2.0,-2.0,2.8,0.5,0.5,0.0,0.0,0.0,0.2,0.0,0.0,0.5,1.8,2.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,-1.0,2.5,-1.5,0.5,0.5,0.0,0.2,0.1,0.0,0.2,-1.5,0.2,-0.5,-0.5,1.2,0.2,0.0,0.0,0.0,0.0,0.2,1.5,0.5,2.8,0.2,1.5
obviously,1.5,2.5,3.8,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,3.8,3.5,2.5,2.5,-2.5,0.5,0.2,0.5,2.5,0.2,2.5,2.5,2.5,0.2,2.5,2.5,1.5,1.5,2.5,0.2,0.0,0.5,0.2,0.5,0.5,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,2.5,0.5,2.5,2.5,0.5,0.5,1.5,0.0,0.2,0.2,0.2,0.2,2.5,0.2,0.2,-0.5,0.8,0.2,0.2,0.0,0.0,0.0,0.8,0.5,0.5,2.5,1.5,0.5
of,1.5,1.5,1.5,3.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,-0.5,1.5,-0.5,0.0,0.2,0.0,0.2,0.8,-0.5,1.5,0.2,-0.5,-0.5,1.2,-0.5,-0.5,-0.5,0.2,0.2,0.2,-0.5,0.0,0.2,0.0,0.0,0.2,1.2,1.5,0.5,0.2,0.2,0.5,1.8,2.5,-0.5,-0.5,-0.5,0.8,-0.5,1.5,1.5,0.2,0.5,0.5,0.5,0.2,-0.5,0.2,-0.5,-0.5,0.2,0.2,1.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
off,1.5,2.8,2.8,2.8,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,-2.5,0.8,-2.5,-2.5,-2.5,-2.5,0.2,0.2,-2.5,0.0,-2.5,-2.5,-2.5,1.5,-2.5,-2.5,-2.5,0.5,0.5,0.2,-2.5,-2.5,1.5,-2.5,-2.5,0.2,0.2,0.5,0.5,0.2,0.2,0.5,0.2,0.5,-2.0,-2.0,-2.0,0.8,-3.5,2.5,0.8,0.0,0.5,0.2,0.5,0.5,-2.5,0.5,-2.5,-1.5,1.5,0.5,2.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.2,0.5
office,3.5,0.2,0.5,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.8,-0.5,0.0,2.5,-0.5,1.8,1.8,-0.5,0.8,2.5,-1.5,-2.5,0.2,-2.5,-2.0,2.5,0.8,1.2,0.0,0.0,-0.8,0.2,-0.8,0.0,0.2,0.2,1.8,2.5,1.2,0.2,0.8,0.2,1.2,-2.0,-0.5,-1.5,2.8,2.5,2.8,2.8,0.2,1.2,0.2,0.2,0.1,-0.8,2.5,-0.8,-0.5,0.8,0.2,0.2,0.0,0.0,0.0,0.8,0.8,0.5,1.2,0.2,0.5
often,0.5,1.5,3.5,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.2,0.5,0.0,0.5,0.0,0.2,0.8,-0.5,1.5,0.5,-0.5,2.5,0.2,2.5,2.5,-0.5,1.2,1.5,0.2,0.0,0.0,0.5,0.0,0.0,0.2,1.5,0.5,0.5,0.2,0.5,0.5,0.2,0.8,0.0,0.0,-0.5,1.5,-1.5,0.5,1.5,0.0,0.2,0.2,0.2,0.2,-0.5,0.5,-0.5,-0.5,1.5,0.2,0.5,0.0,0.0,0.0,0.5,0.5,1.5,1.5,1.5,0.5
old,2.5,0.2,2.8,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-2.5,0.8,-2.5,-1.5,0.5,-1.5,0.2,0.8,-2.5,0.2,-2.0,-2.8,-2.5,0.2,-2.8,-2.5,-2.5,0.2,0.6,0.2,-1.5,0.0,0.8,-2.5,-2.5,0.2,2.8,0.8,0.2,0.2,0.2,0.2,0.8,0.2,-2.0,-2.0,-2.5,1.2,-2.5,0.8,1.2,0.1,1.2,0.2,0.2,0.2,-2.5,0.8,-2.5,-1.5,0.6,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.5,0.2,0.6,0.8
on,2.5,2.5,2.5,3.5,0.5,2.0,0.5,0.5,0.0,0.0,0.0,0.5,2.5,1.5,2.0,0.0,0.2,0.0,0.8,1.2,0.5,0.2,2.0,0.0,0.0,0.2,1.5,0.5,-0.5,0.2,0.2,1.5,0.0,0.0,0.5,0.5,0.0,0.2,1.2,1.5,1.5,1.5,1.2,1.5,0.8,2.5,0.0,0.5,0.0,1.2,2.0,2.5,2.5,0.2,1.5,1.5,0.2,1.5,0.0,0.8,0.0,0.0,2.8,0.2,1.5,0.0,0.0,0.0,1.5,1.5,1.5,1.2,0.5,0.5
once,1.5,2.0,1.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,-1.5,0.5,0.0,0.0,-0.5,0.0,0.2,0.5,-0.5,0.5,0.0,-2.0,-2.0,0.2,-2.0,-2.0,-1.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.2,2.5,0.5,0.5,0.5,0.2,0.5,0.8,2.5,0.0,0.0,0.0,1.2,-1.0,0.5,1.5,0.2,0.2,0.2,0.5,0.2,-0.5,0.2,0.0,-0.2,1.2,0.5,0.5,0.0,0.0,0.0,0.2,0.5,1.5,1.2,1.2,0.5
one,4.0,0.0,1.0,0.5,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.5,0.0,-2.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.5,2.0,0.5,1.0,0.5,1.0,0.5,2.5,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0
oneself,3.5,2.5,2.5,2.5,0.0,1.5,0.5,0.2,0.0,0.2,0.0,0.5,-0.5,2.5,-0.5,0.0,-0.5,-0.5,0.8,2.5,-0.5,0.5,-0.5,-0.5,-0.5,0.2,-0.5,-0.5,-0.5,3.8,2.5,0.2,-0.5,0.0,0.8,-0.5,-0.5,0.2,0.2,0.5,0.5,0.5,0.2,0.2,0.8,0.8,-0.5,-0.5,-0.5,2.8,2.5,1.8,2.8,0.2,0.2,0.2,0.2,0.2,-0.5,0.8,-0.5,-0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.5,0.5,2.5,2.8,1.2
only,1.5,0.5,2.5,2.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,2.5,2.5,-2.0,-0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,-2.0,-2.0,0.5,-2.5,-2.5,-2.5,0.5,0.5,0.0,-0.5,0.0,0.5,-0.5,-0.5,0.5,0.2,0.5,0.5,0.5,0.2,0.5,0.5,1.5,-1.0,0.0,-2.0,0.5,-2.5,1.5,0.5,0.0,0.5,0.5,0.5,0.0,-1.5,0.5,-0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1.2,0.5,0.0
onto,2.5,2.5,2.5,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5,2.5,0.0,0.5,0.0,0.8,1.5,0.0,0.5,0.2,0.5,0.0,0.5,0.5,0.5,0.0,0.5,1.5,1.5,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.8,0.5,0.8,0.2,0.2,0.8,2.8,0.0,2.5,2.5,2.5,2.5,2.5,2.8,0.2,0.8,0.5,0.5,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,2.5,0.5,1.5,1.5,1.5,0.5
open,3.5,2.8,2.8,0.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,2.5,0.5,0.0,0.5,0.0,0.8,2.5,2.5,0.5,2.5,0.5,0.0,0.5,2.8,2.8,0.0,1.8,1.5,0.2,0.0,0.0,1.2,0.5,0.0,0.5,0.2,2.8,2.5,1.2,1.2,1.2,1.2,2.5,0.0,0.0,1.5,2.8,-2.0,0.8,2.8,0.2,1.2,3.8,2.8,1.2,0.5,1.5,0.0,0.0,1.8,1.2,1.5,0.0,0.0,0.0,3.5,1.2,1.5,1.8,1.8,1.5
opposite,2.8,2.5,3.5,2.8,0.0,2.8,0.0,0.0,0.0,0.0,0.0,2.5,-2.5,3.5,3.5,0.0,2.5,0.0,2.5,1.8,-2.5,0.5,-2.5,-2.5,4.0,1.8,-2.5,-3.5,2.5,2.5,3.5,0.5,0.0,2.5,1.5,2.5,0.0,0.5,0.5,1.5,2.5,2.5,2.5,0.0,2.8,2.8,4.0,3.5,4.0,2.8,4.0,3.8,3.8,0.5,0.8,0.5,2.5,0.5,-2.5,3.8,-2.5,-2.5,1.5,0.5,2.5,0.0,0.0,0.0,3.8,1.5,0.0,2.5,1.8,2.8
or,1.0,1.0,1.0,3.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,-0.5,0.0,0.5,0.5,0.0,1.5,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,-1.5,0.5,1.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.5,0.0,0.0,1.2,0.5,0.0
order,3.5,3.5,2.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,2.5,2.5,2.5,0.0,2.5,0.0,2.8,2.5,2.5,1.5,2.5,-2.0,-2.0,0.5,-2.5,-2.5,-1.5,2.5,1.5,0.2,0.0,0.0,1.2,-0.5,-0.5,0.8,1.8,2.5,1.5,1.5,1.2,1.2,2.8,2.8,2.0,2.5,2.8,2.8,2.5,2.8,2.5,0.5,1.5,0.2,0.5,0.5,2.5,1.5,0.0,-0.5,1.5,1.5,1.5,0.0,0.0,0.0,1.5,1.5,2.5,2.8,2.5,1.8
other,2.5,0.5,2.5,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-1.5,1.5,0.0,0.0,-0.5,0.0,0.2,0.5,-1.5,0.5,0.0,0.0,0.0,0.5,-1.5,-2.5,-1.5,0.5,0.5,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.5,0.5,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.5,-2.5,0.5,0.5,0.2,0.5,0.2,0.5,0.2,-1.5,0.2,0.0,0.0,0.5,0.2,0.5,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.5,0.5
others,2.8,0.5,1.5,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-1.5,1.5,-1.5,-0.5,0.5,2.5,0.5,0.8,-1.5,2.8,-1.5,-1.5,-1.5,0.2,-1.5,-2.5,-1.5,1.2,0.8,0.2,-1.5,0.0,0.8,-0.5,-0.5,0.2,0.2,0.5,0.5,0.2,0.2,0.2,0.2,0.5,-1.5,0.0,-1.5,1.2,-2.5,0.5,2.5,0.0,0.2,0.2,0.2,0.2,-1.5,0.2,-0.5,-1.5,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.5,1.2,0.5
our,2.5,0.5,1.5,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,0.5,0.0,0.5,1.2,-0.5,1.2,0.5,-0.5,-0.5,0.2,-0.5,-0.5,-0.5,1.2,0.5,0.2,-0.5,-0.5,0.2,-0.5,-0.5,0.5,0.2,0.5,0.5,0.2,0.2,0.5,0.8,1.2,0.5,0.0,-0.5,0.8,1.0,0.8,1.5,0.2,0.5,0.2,0.5,0.2,-0.5,0.5,-0.5,-0.5,0.8,0.2,0.2,0.0,0.0,0.0,0.2,0.5,0.5,0.5,1.2,0.5
ours,2.5,0.5,2.5,2.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-1.5,2.5,-1.5,-0.5,0.5,-0.5,0.8,1.2,-1.5,2.5,-0.5,-1.5,-0.5,0.2,-1.5,-1.5,-1.5,1.5,0.8,0.2,2.5,-0.5,0.5,-0.5,-0.5,0.2,0.2,0.5,0.8,0.5,0.2,0.2,0.8,1.5,-1.5,-0.5,-1.5,1.2,2.5,1.5,2.8,0.2,0.8,0.2,0.8,0.2,-0.5,2.5,-0.5,-0.5,0.8,0.2,0.2,0.0,0.0,0.0,0.2,0.5,0.5,0.8,1.8,1.5
ourselves,3.5,2.0,1.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,2.5,-0.5,0.0,1.5,-0.5,0.2,1.5,-0.5,2.5,-0.5,-0.5,-0.5,0.2,-0.5,-0.5,-1.5,3.8,2.5,0.2,-0.5,-0.5,0.2,-0.5,-0.5,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-0.5,-0.5,-0.5,2.8,-0.5,0.8,2.8,0.1,0.2,0.1,0.1,0.1,-0.5,0.2,-0.5,-0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.5,1.8,1.8,0.5
out,3.5,2.5,0.5,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,-2.0,0.5,-2.0,-1.5,-1.5,0.0,0.2,0.5,0.0,0.2,0.0,-2.0,0.0,1.5,-2.0,-2.0,-2.0,0.2,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.2,0.8,0.5,0.2,0.2,0.5,0.2,2.5,2.0,0.0,-2.0,0.2,-3.5,1.5,0.8,0.0,0.5,0.2,0.5,0.2,-1.5,0.5,0.0,0.0,1.5,0.2,0.5,0.0,0.0,0.0,0.5,0.5,1.5,0.2,0.2,0.5
outside,2.5,0.5,2.8,3.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,-2.5,2.8,-2.5,0.0,0.0,-0.5,0.2,2.8,-1.5,0.2,0.0,-2.5,0.0,2.8,-2.5,-2.5,-2.5,0.2,0.8,0.2,0.0,-0.5,1.2,0.0,0.0,0.2,0.8,3.5,2.8,1.8,1.8,1.2,0.8,2.8,2.5,0.0,0.0,2.8,-3.5,3.8,3.8,0.2,2.8,3.8,0.8,0.2,-1.5,0.8,-1.5,-1.5,1.8,0.2,1.8,0.0,0.0,0.0,2.8,1.2,1.5,0.8,1.8,1.8
over,1.5,3.5,3.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.5,2.5,0.0,0.5,0.0,1.5,2.5,2.5,1.5,0.5,-1.5,0.0,0.2,0.5,0.0,0.2,1.5,0.5,0.5,0.0,0.0,1.5,0.5,0.0,0.2,1.5,2.5,1.5,3.5,1.5,1.2,0.8,3.5,0.0,4.0,3.5,1.2,4.0,2.8,2.8,0.2,0.5,1.5,0.5,0.5,0.0,0.5,0.0,0.0,2.8,0.5,2.5,0.0,0.0,0.0,0.5,1.5,1.5,1.5,1.5,0.5
own,2.5,0.5,2.5,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5,2.5,0.0,0.5,0.0,0.8,1.5,2.5,0.2,2.5,-0.5,0.0,0.2,-2.0,-1.5,-1.5,2.5,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.8,0.8,0.8,0.2,0.2,1.8,1.5,2.0,0.5,-0.5,1.2,2.5,2.5,2.5,0.2,1.5,0.2,0.2,0.2,2.5,2.5,0.0,-0.5,0.2,0.2,0.2,0.0,0.0,0.0,0.2,1.5,0.5,0.5,1.2,1.2
ownself,2.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,3.5,-0.5,0.8,-2.5,-0.5,-2.5,-0.5,0.2,0.2,-0.5,0.2,-0.5,-0.5,-0.5,0.2,-2.5,-2.5,-2.5,2.5,0.2,0.2,-0.5,-0.5,0.2,-0.5,-0.5,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.2,0.2,-0.5,-0.5,-0.5,0.2,-2.0,0.2,0.8,0.0,0.1,0.0,0.0,0.0,-0.5,0.2,-0.5,-0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0
part,2.5,2.0,2.5,2.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,2.5,-0.5,-0.5,0.5,-0.5,1.2,1.5,-0.5,1.5,-0.5,-1.5,-0.5,0.5,-1.5,-1.5,-1.5,1.2,1.2,0.2,-0.5,-0.5,0.8,-0.5,-0.5,0.8,0.8,1.5,1.5,1.2,1.2,1.2,1.8,2.5,-1.0,-0.5,-1.5,1.8,-1.5,2.5,2.5,0.2,2.5,0.5,0.5,0.2,-0.5,1.5,-0.5,-0.5,1.2,0.8,0.5,0.0,0.0,0.0,1.5,1.5,1.5,1.2,1.5,1.5
particular,2.8,0.0,3.5,0.8,0.0,2.0,0.0,0.5,0.0,0.0,0.0,1.5,2.5,2.5,-0.5,0.0,2.5,0.0,0.6,1.8,2.5,0.5,0.5,-0.5,0.0,0.2,-2.5,-2.5,1.5,0.8,1.5,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.2,1.5,1.5,0.5,0.8,0.5,0.8,2.8,2.5,0.0,-1.5,2.8,2.5,2.8,2.8,0.2,0.5,0.2,0.2,0.2,-0.5,0.8,-0.5,0.0,0.8,0.8,0.8,0.0,0.0,0.0,0.8,0.5,2.5,2.5,1.5,0.5
particularly,1.5,1.5,3.5,2.8,0.0,0.5,0.0,0.0,0.0,1.5,0.0,1.5,2.5,2.5,2.5,0.0,2.5,0.0,1.5,2.5,2.5,1.5,0.5,-0.5,0.5,0.2,2.5,2.5,0.2,1.5,1.5,1.5,0.0,-0.5,1.5,0.5,0.0,0.5,1.2,1.5,2.5,1.5,1.5,1.5,0.8,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.8,0.2,0.8,0.8,0.5,0.2,-0.5,0.8,0.2,-0.5,1.5,1.5,1.5,0.0,0.0,0.0,1.5,0.5,1.5,1.5,2.8,1.5
past,1.5,2.0,1.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,1.2,-2.0,-0.5,-0.5,-0.5,0.2,1.2,-1.5,0.2,-1.5,-2.5,-2.5,0.2,-2.5,-2.5,-2.5,0.2,1.2,0.5,0.0,0.0,0.8,-0.5,-1.5,0.2,3.8,0.8,0.5,0.2,0.2,0.2,1.8,1.2,-2.0,-2.0,-2.0,1.2,-2.0,0.8,1.5,0.2,0.2,0.2,0.2,0.2,-1.5,0.2,-0.5,-0.5,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.5,0.8,1.2,0.5
pending,2.5,1.5,2.5,1.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,1.5,-2.5,1.5,-2.0,-1.5,0.5,-1.5,0.8,1.2,-2.0,0.5,-2.0,2.5,-2.0,0.5,-2.5,-2.5,-1.5,1.5,2.5,0.2,-1.5,-1.5,1.2,-1.5,-1.5,0.2,1.8,0.5,0.5,0.2,0.2,0.2,0.8,2.5,-2.0,-2.0,-2.0,2.5,-2.0,1.5,1.5,0.0,0.2,0.2,0.2,0.0,-1.5,0.5,-1.5,-1.5,0.2,0.2,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.2,0.5,0.5
people,3.5,0.5,0.5,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1.2,-0.5,0.0,0.2,1.5,0.8,0.8,-0.5,3.8,1.5,-0.5,-0.5,0.2,-0.5,-0.5,-1.5,3.5,0.8,0.2,-0.5,-0.5,0.8,-0.5,-0.5,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.8,0.5,-0.5,0.0,-0.5,1.2,-1.5,0.2,2.5,0.1,0.5,0.2,0.2,0.2,-0.5,0.8,-0.5,-0.5,0.8,0.2,0.2,0.0,0.0,0.0,0.2,0.5,1.5,1.8,1.2,1.2
per,1.5,2.5,3.5,3.5,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.5,2.5,1.5,2.5,-0.5,0.5,0.0,1.5,1.5,2.5,1.5,2.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,1.5,0.5,0.5,-0.5,-0.5,1.2,-0.5,-0.5,0.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,2.5,2.0,1.0,-0.5,1.2,2.5,3.5,1.5,0.2,0.5,0.5,0.5,0.5,-0.5,0.5,-0.5,-0.5,1.2,0.5,0.5,0.0,0.0,0.0,0.5,1.5,1.5,1.5,1.5,1.5
perhaps,1.5,1.5,2.5,1.5,0.5,0.5,0.0,0.0,0.5,2.5,0.0,1.5,0.5,1.5,0.5,0.5,0.5,0.0,0.2,0.8,0.5,0.5,0.0,-1.5,0.0,0.5,0.5,0.5,-1.5,1.5,2.5,1.5,0.5,0.0,1.2,0.5,0.5,0.2,0.2,0.5,0.5,0.5,0.2,0.5,0.2,1.2,0.0,0.0,0.5,1.2,-1.5,0.6,1.5,0.2,0.2,0.2,0.5,0.2,0.5,0.5,0.0,-0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.8,0.0,0.5,1.5,1.5,0.5
period,0.5,0.5,0.0,2.0,4.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,-0.5,2.5,-2.0,0.0,0.0,0.0,0.2,1.5,-1.5,0.2,-0.5,-2.0,0.0,1.5,-2.5,-2.0,-0.5,0.2,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0.2,3.8,1.5,0.5,0.5,0.5,0.5,0.8,2.5,-0.5,0.0,-2.0,0.8,-2.0,2.8,0.8,2.5,0.8,0.5,0.8,0.2,-0.5,0.5,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,2.8,0.5,0.5,0.5,0.5,0.5
personal,3.5,0.5,3.5,0.8,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,-0.5,0.5,0.5,0.0,1.2,1.2,-0.5,0.2,0.5,0.0,0.0,0.2,-1.5,-1.5,-1.5,2.8,1.8,0.5,0.5,0.0,1.2,0.0,0.0,0.2,0.2,0.8,0.8,0.5,0.2,0.5,0.8,1.2,-0.5,0.0,0.0,2.8,1.5,1.2,2.8,0.2,0.2,0.2,0.2,0.2,-0.5,2.5,0.0,-0.5,0.8,0.2,0.2,0.0,0.0,0.0,0.2,0.5,1.5,1.8,2.8,1.8
place,3.5,2.5,1.5,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,1.5,-0.5,0.0,0.2,0.0,1.2,2.5,-1.5,0.5,-0.5,-1.5,0.0,0.2,-2.5,-2.0,-2.5,0.8,0.8,0.2,0.0,0.0,0.5,0.0,0.0,0.8,0.8,2.8,2.5,1.5,0.5,0.8,0.8,3.5,-0.5,0.0,-2.0,2.8,-2.0,2.8,2.8,0.2,2.8,0.2,0.8,0.2,-0.5,2.5,-0.5,-0.5,0.8,0.8,0.5,0.0,0.0,0.0,1.2,1.2,1.5,1.2,1.2,0.8
plus,1.5,3.0,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.0,1.5,4.0,3.5,3.5,4.0,0.5,1.5,4.0,3.5,4.0,4.0,4.0,0.2,3.8,4.0,4.0,0.5,0.5,0.5,3.0,3.0,0.2,3.0,3.8,0.5,0.2,0.5,0.5,0.5,0.5,1.0,0.8,0.5,4.0,4.0,4.0,1.5,4.0,0.5,1.5,0.0,0.1,0.5,0.0,0.2,4.0,0.0,4.0,-0.5,1.5,0.5,0.0,0.0,0.0,0.0,0.5,1.5,1.5,1.5,1.5,1.5
point,3.5,2.5,1.5,0.5,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.5,1.5,-0.5,0.0,0.5,0.0,1.5,2.5,0.0,0.2,0.0,-0.5,0.0,0.8,-2.0,-2.0,-1.5,1.5,1.5,0.2,0.0,0.0,0.5,-0.5,0.0,0.8,2.5,0.8,2.5,2.5,0.5,1.5,2.8,3.5,0.0,0.0,-1.5,3.5,-2.0,2.8,2.5,0.5,1.5,0.2,0.5,0.2,-1.5,0.8,0.0,0.0,1.2,0.5,0.5,0.0,0.0,0.0,1.5,1.5,2.8,1.5,1.5,1.5
political,2.8,0.5,3.5,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-2.5,1.5,-2.0,-0.5,0.8,-1.5,3.5,1.8,-1.5,1.2,-1.5,-1.5,-1.5,0.2,-2.5,-2.5,0.5,2.8,2.8,0.2,-1.5,-1.5,1.2,-1.5,-1.5,0.2,0.2,0.8,1.2,0.5,0.2,0.2,1.8,1.2,-1.5,-1.5,-1.5,2.8,-2.0,2.8,2.8,0.2,0.2,0.2,0.2,0.2,-1.5,0.8,-1.5,-1.5,0.8,0.2,0.2,0.0,0.0,0.0,0.5,0.5,0.5,1.8,1.8,0.5
possible,2.5,1.5,2.5,1.5,0.0,2.5,0.5,1.5,0.0,0.5,0.0,1.5,2.5,1.5,2.5,0.5,1.5,0.5,1.2,2.5,2.5,2.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,1.5,2.5,1.5,0.0,0.0,1.2,0.5,0.5,1.2,1.2,1.5,1.5,1.2,1.2,1.5,1.2,1.5,2.0,2.5,2.5,2.5,2.5,1.5,2.5,0.5,0.5,0.8,1.2,1.2,2.5,1.5,0.5,0.0,1.5,0.8,0.5,0.0,0.0,0.0,2.5,1.5,1.5,2.5,2.5,1.5
power,3.5,3.5,3.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,3.8,2.8,3.5,-1.5,1.8,-2.0,3.8,3.8,3.8,2.8,3.8,-2.0,3.8,0.5,3.8,3.5,0.5,2.8,2.8,2.5,-1.5,-2.5,2.8,0.0,2.8,0.8,1.2,1.5,0.5,2.8,3.8,3.5,2.8,2.8,2.8,3.5,3.8,3.8,-2.0,2.8,3.5,2.8,0.5,1.2,0.5,3.8,-2.0,2.8,-1.5,-2.5,3.8,2.8,0.5,0.0,0.0,0.0,1.5,3.9,1.5,2.8,2.8,3.8
